rotation_id,document_id,page_id,dataset,dataset_component,document_type,project_split,true_angle,true_zone,raw_cluster_id,predicted_zone,correct,nearest_distance,second_nearest_distance,confidence,centroid_distances,feature_configuration_hash,preprocessing_hash,model_version,image_path
rotation_1350ff800d8c624d,fatura_doc_10f79e2f4d3e2b,fatura_page_a33b2ac7250ef1,fatura,invoices_dataset_final,invoice,train,15.0,1,3,3,0,38.904441833496094,42.08456802368164,0.07556513799538207,"[51.737098693847656, 51.37668991088867, 42.08456802368164, 38.904441833496094]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_a33b2ac7250ef1_angle_015_zone_1.png
rotation_13527540dd13c7b8,sroie_doc_c98ff83dddc7aa,sroie_page_2e6119dcfc5f73,sroie,SROIE2019,receipt,train,210.0,3,0,1,0,28.29822540283203,43.226470947265625,0.34534962529431074,"[28.29822540283203, 49.16114044189453, 48.6192741394043, 43.226470947265625]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_2e6119dcfc5f73_angle_210_zone_3.png
rotation_13587322a87136db,funsd_doc_a1de6dfe995e00,funsd_page_9889c93d8ecdbb,funsd,dataset,form,train,75.0,1,3,3,0,36.238529205322266,42.085819244384766,0.13893729869218752,"[53.11091613769531, 54.20200729370117, 42.085819244384766, 36.238529205322266]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_9889c93d8ecdbb_angle_075_zone_1.png
rotation_135a3798534b1065,sroie_doc_acbb4036da8bf4,sroie_page_028f92f298d697,sroie,SROIE2019,receipt,train,300.0,4,1,2,0,38.573551177978516,52.262168884277344,0.2619221130414459,"[57.25678253173828, 38.573551177978516, 52.262168884277344, 56.12355422973633]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/sroie_page_028f92f298d697_angle_300_zone_4.png
rotation_1364219a682e629a,fatura_doc_33dfffc7dbc84b,fatura_page_7d8623d7b280b4,fatura,invoices_dataset_final,invoice,train,105.0,2,2,4,0,34.67911911010742,45.86929702758789,0.24395791177593554,"[54.052642822265625, 48.994049072265625, 34.67911911010742, 45.86929702758789]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/fatura_page_7d8623d7b280b4_angle_105_zone_2.png
rotation_13bfc9e9bd32a5ef,coru_doc_9588a6d2381fa9,coru_page_0f0567b833b1d5,coru,Receipt Images & Key Information Detection,receipt,train,210.0,3,0,1,0,37.039939880371094,44.8228645324707,0.17363737755897957,"[37.039939880371094, 45.70540237426758, 53.79487609863281, 44.8228645324707]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_0f0567b833b1d5_angle_210_zone_3.png
rotation_13e3ec06dfca1cfa,funsd_doc_2b5dbc079a60bd,funsd_page_1da483f49d089b,funsd,dataset,form,train,75.0,1,3,3,0,33.759891510009766,45.15980911254883,0.2524350263334328,"[46.44887924194336, 51.88976287841797, 45.15980911254883, 33.759891510009766]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_1da483f49d089b_angle_075_zone_1.png
rotation_1402e9411d170272,sroie_doc_ea964bd001bdb0,sroie_page_8e5bec8be1f586,sroie,SROIE2019,receipt,train,300.0,4,1,2,0,44.28858947753906,59.422664642333984,0.25468523257728637,"[60.678653717041016, 44.28858947753906, 59.422664642333984, 59.91719436645508]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/sroie_page_8e5bec8be1f586_angle_300_zone_4.png
rotation_140643e05eb70981,fatura_doc_b0350d643a1ea8,fatura_page_4e3f39aeb20693,fatura,invoices_dataset_final,invoice,train,60.0,1,3,3,0,29.129837036132812,41.8735466003418,0.30433795555557175,"[47.001548767089844, 49.192909240722656, 41.8735466003418, 29.129837036132812]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_4e3f39aeb20693_angle_060_zone_1.png
rotation_143191170447387f,funsd_doc_aaf6aa48dff1e3,funsd_page_58c1c2ece894e9,funsd,dataset,form,train,105.0,2,2,4,0,33.833282470703125,44.37644958496094,0.23758473723934112,"[53.517757415771484, 45.9122428894043, 33.833282470703125, 44.37644958496094]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_58c1c2ece894e9_angle_105_zone_2.png
rotation_146a1263ff0b90ab,sroie_doc_789891efc47e1e,sroie_page_9c5e7b8a0051c6,sroie,SROIE2019,receipt,train,315.0,4,1,2,0,28.055734634399414,42.5525016784668,0.340679548140487,"[47.10480499267578, 28.055734634399414, 42.5525016784668, 48.52980041503906]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/sroie_page_9c5e7b8a0051c6_angle_315_zone_4.png
rotation_1488b8182c784a64,fatura_doc_2c524d5a1f2e2c,fatura_page_16f0f157dfad5b,fatura,invoices_dataset_final,invoice,train,135.0,2,2,4,0,36.09508514404297,50.5196533203125,0.2855238947269226,"[52.60386657714844, 50.74409866333008, 36.09508514404297, 50.5196533203125]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/fatura_page_16f0f157dfad5b_angle_135_zone_2.png
rotation_14a578be8bcddea9,coru_doc_71c11c09ee0f5c,coru_page_941e1b4d0da669,coru,Receipt Question Answering,receipt,train,345.0,4,1,2,0,44.685340881347656,54.7054443359375,0.18316464798380888,"[54.7054443359375, 44.685340881347656, 58.699073791503906, 60.17763900756836]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/coru_page_941e1b4d0da669_angle_345_zone_4.png
rotation_14c5f0ec6dd7030e,coru_doc_48ce6bf69031fd,coru_page_d6b75fecc88e93,coru,Receipt Question Answering,receipt,train,345.0,4,1,2,0,42.76044464111328,49.72801208496094,0.14011353262912418,"[56.05416488647461, 42.76044464111328, 49.72801208496094, 53.612422943115234]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/coru_page_d6b75fecc88e93_angle_345_zone_4.png
rotation_14c9e1d17ab36d5f,sroie_doc_9298c1a5eaaed3,sroie_page_33689ef9c163ec,sroie,SROIE2019,receipt,train,240.0,3,0,1,0,27.682119369506836,34.54418182373047,0.1986459684944592,"[27.682119369506836, 43.62940216064453, 44.868865966796875, 34.54418182373047]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_33689ef9c163ec_angle_240_zone_3.png
rotation_14e333533eaded14,sroie_doc_b4e417c0256436,sroie_page_b621748537e1ab,sroie,SROIE2019,receipt,train,210.0,3,0,1,0,29.42698860168457,46.92038345336914,0.3728314554178787,"[29.42698860168457, 49.76873016357422, 50.54448318481445, 46.92038345336914]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_b621748537e1ab_angle_210_zone_3.png
rotation_14e7addb0e5605a3,sroie_doc_509e86918c0f65,sroie_page_ee9b3f65c7dab8,sroie,SROIE2019,receipt,train,15.0,1,3,3,0,39.02350997924805,41.687255859375,0.06389832636412085,"[53.728118896484375, 56.61647033691406, 41.687255859375, 39.02350997924805]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/sroie_page_ee9b3f65c7dab8_angle_015_zone_1.png
rotation_1517641bb681ce99,funsd_doc_8fd6d1f88dbcf8,funsd_page_7c6c9c8fecb554,funsd,dataset,form,train,105.0,2,2,4,0,31.29987907409668,40.652584075927734,0.2300642189033494,"[53.15462112426758, 50.83040237426758, 31.29987907409668, 40.652584075927734]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_7c6c9c8fecb554_angle_105_zone_2.png
rotation_152daf3ba7ab38e7,funsd_doc_b2202d0d08340b,funsd_page_4df28d46cf0e03,funsd,dataset,form,train,60.0,1,3,3,0,29.64079475402832,44.27527618408203,0.33053393883322946,"[48.074188232421875, 51.21683120727539, 44.27527618408203, 29.64079475402832]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_4df28d46cf0e03_angle_060_zone_1.png
rotation_155910d14b87c9a8,coru_doc_7fa3c9105f2637,coru_page_b0c5912c0383ed,coru,Receipt Images & Key Information Detection,receipt,train,210.0,3,0,1,0,35.84349060058594,48.699073791503906,0.2639800347324217,"[35.84349060058594, 48.75795364379883, 51.521263122558594, 48.699073791503906]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_b0c5912c0383ed_angle_210_zone_3.png
rotation_15fbdeca9c65d22f,funsd_doc_123105f9b713f0,funsd_page_383cc676c76421,funsd,dataset,form,train,105.0,2,2,4,0,32.074031829833984,39.828025817871094,0.194686877614653,"[45.81056594848633, 39.828025817871094, 32.074031829833984, 43.07180404663086]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_383cc676c76421_angle_105_zone_2.png
rotation_1662c1240c7f938a,coru_doc_8a5064d4d4a5db,coru_page_78031b042a1d00,coru,Receipt Images & Key Information Detection,receipt,train,210.0,3,0,1,0,33.994224548339844,45.73937225341797,0.25678419109043293,"[33.994224548339844, 45.73937225341797, 52.50288009643555, 47.33554458618164]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_78031b042a1d00_angle_210_zone_3.png
rotation_1691cb5e807d365b,fatura_doc_03d84e02554834,fatura_page_a028aaf132b91a,fatura,invoices_dataset_final,invoice,train,15.0,1,3,3,0,36.91123962402344,45.43262481689453,0.1875609262554062,"[51.108558654785156, 53.872989654541016, 45.43262481689453, 36.91123962402344]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_a028aaf132b91a_angle_015_zone_1.png
rotation_16a4386840097e0e,fatura_doc_bc55ae0aee117b,fatura_page_212a5fce87257d,fatura,invoices_dataset_final,invoice,train,75.0,1,3,3,0,35.290462493896484,43.566654205322266,0.18996619920413194,"[47.8709831237793, 48.218299865722656, 43.566654205322266, 35.290462493896484]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_212a5fce87257d_angle_075_zone_1.png
rotation_16c46778770b6013,coru_doc_6dc7cf5bd6038b,coru_page_bc6f34cdf2a5f1,coru,Receipt Images & Key Information Detection,receipt,train,255.0,3,0,1,0,43.34307861328125,55.74197769165039,0.22243378494671487,"[43.34307861328125, 56.06356430053711, 55.908416748046875, 55.74197769165039]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_bc6f34cdf2a5f1_angle_255_zone_3.png
rotation_16d92b5627518576,funsd_doc_8db6997f905191,funsd_page_ff0cd1872158b6,funsd,dataset,form,train,45.0,1,3,3,0,24.886348724365234,44.685707092285156,0.44308034170814803,"[45.24953842163086, 45.54087829589844, 44.685707092285156, 24.886348724365234]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_ff0cd1872158b6_angle_045_zone_1.png
rotation_16e4662deb7b3235,sroie_doc_30a76715ba24ed,sroie_page_b972918c7793bc,sroie,SROIE2019,receipt,train,105.0,2,2,4,0,35.85062789916992,39.12882614135742,0.08377962145719958,"[53.48546600341797, 51.27395248413086, 35.85062789916992, 39.12882614135742]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/sroie_page_b972918c7793bc_angle_105_zone_2.png
rotation_16f9b952070bd97a,funsd_doc_e96951cc1603f5,funsd_page_7d1ead8dda2944,funsd,dataset,form,train,165.0,2,2,4,0,43.654056549072266,48.78479766845703,0.10517090086656582,"[48.78479766845703, 49.58494567871094, 43.654056549072266, 56.594627380371094]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_7d1ead8dda2944_angle_165_zone_2.png
rotation_170c511b69ac5a0c,fatura_doc_b0350d643a1ea8,fatura_page_4e3f39aeb20693,fatura,invoices_dataset_final,invoice,train,45.0,1,3,3,0,32.353729248046875,46.30142593383789,0.3012368713162632,"[48.38944625854492, 51.43880081176758, 46.30142593383789, 32.353729248046875]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_4e3f39aeb20693_angle_045_zone_1.png
rotation_172f0889885924a2,sroie_doc_0f6986fea95ee4,sroie_page_acdf57dbc6988c,sroie,SROIE2019,receipt,train,210.0,3,0,1,0,30.054241180419922,45.02390670776367,0.332482599177971,"[30.054241180419922, 50.51935577392578, 52.15669631958008, 45.02390670776367]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_acdf57dbc6988c_angle_210_zone_3.png
rotation_17321a1d63ac9d3b,sroie_doc_4a0c8ea664b5ee,sroie_page_580cb7533681f8,sroie,SROIE2019,receipt,train,300.0,4,1,2,0,29.46413230895996,40.903770446777344,0.27967197187120607,"[46.06271743774414, 29.46413230895996, 40.903770446777344, 50.13003158569336]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/sroie_page_580cb7533681f8_angle_300_zone_4.png
rotation_17369651dc3bac15,funsd_doc_66d2a2cca78da5,funsd_page_75c6317b4fc916,funsd,dataset,form,train,30.0,1,3,3,0,24.137474060058594,42.807010650634766,0.4361326873054923,"[43.03868103027344, 50.12308883666992, 42.807010650634766, 24.137474060058594]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_75c6317b4fc916_angle_030_zone_1.png
rotation_1740e571a2a9b67b,coru_doc_2438855b186e51,coru_page_85236a13bef352,coru,Receipt Question Answering,receipt,train,195.0,3,0,1,0,45.36597442626953,54.939788818359375,0.17426012363721605,"[45.36597442626953, 58.53704833984375, 57.37004852294922, 54.939788818359375]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_85236a13bef352_angle_195_zone_3.png
rotation_1750e9c313f0c875,sroie_doc_4a0c8ea664b5ee,sroie_page_580cb7533681f8,sroie,SROIE2019,receipt,train,255.0,3,0,1,0,41.16249465942383,51.96962356567383,0.2079508790859928,"[41.16249465942383, 53.968170166015625, 58.028785705566406, 51.96962356567383]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_580cb7533681f8_angle_255_zone_3.png
rotation_175655a66664f752,coru_doc_27a7b49901de8a,coru_page_774fc761052a3c,coru,Receipt Images & Key Information Detection,receipt,train,300.0,4,1,2,0,33.12916946411133,49.55223083496094,0.3314293038702615,"[52.886348724365234, 33.12916946411133, 49.55223083496094, 52.5130500793457]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/coru_page_774fc761052a3c_angle_300_zone_4.png
rotation_17630a80e00a2823,coru_doc_3f1dc5813f0360,coru_page_1ad829b62fe51d,coru,Receipt Images & Key Information Detection,receipt,train,225.0,3,0,1,0,32.22150802612305,45.74134826660156,0.29557152888626465,"[32.22150802612305, 48.77609634399414, 52.82923126220703, 45.74134826660156]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_1ad829b62fe51d_angle_225_zone_3.png
rotation_178fed5a1b33bfc6,funsd_doc_f73664d1786579,funsd_page_3da050140eeeec,funsd,dataset,form,train,45.0,1,3,3,0,31.823335647583008,43.6043586730957,0.2701799403549466,"[43.6043586730957, 49.3971061706543, 46.67360305786133, 31.823335647583008]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_3da050140eeeec_angle_045_zone_1.png
rotation_1795d17a601aa52a,coru_doc_f25442bb0323c2,coru_page_783c746bde5bf6,coru,Receipt Images & Key Information Detection,receipt,train,345.0,4,1,2,0,43.27607727050781,51.90821075439453,0.16629610919802174,"[55.62664031982422, 43.27607727050781, 51.90821075439453, 55.20110321044922]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/coru_page_783c746bde5bf6_angle_345_zone_4.png
rotation_179bbd01e4c2e148,fatura_doc_937f32d3f72136,fatura_page_0d4b515fcb02c4,fatura,invoices_dataset_final,invoice,train,105.0,2,2,4,0,34.38656234741211,42.11259078979492,0.1834612475149605,"[49.68160629272461, 48.8510856628418, 34.38656234741211, 42.11259078979492]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/fatura_page_0d4b515fcb02c4_angle_105_zone_2.png
rotation_17b84e870ba24cf8,coru_doc_d73b1e6062f706,coru_page_9dca9c1b28a599,coru,Receipt Images & Key Information Detection,receipt,train,285.0,4,1,2,0,53.74953079223633,65.8435287475586,0.1836778524080956,"[65.8435287475586, 53.74953079223633, 66.35611724853516, 67.29817199707031]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/coru_page_9dca9c1b28a599_angle_285_zone_4.png
rotation_17b9b8b98e413f44,funsd_doc_d8f124fee7f4dd,funsd_page_f695b12b56a8ba,funsd,dataset,form,train,75.0,1,3,3,0,29.964656829833984,42.213932037353516,0.2901713869411788,"[48.79642868041992, 50.96665573120117, 42.213932037353516, 29.964656829833984]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_f695b12b56a8ba_angle_075_zone_1.png
rotation_17d2f1aa899ab633,fatura_doc_ff5dea36412076,fatura_page_b87d5513f3b886,fatura,invoices_dataset_final,invoice,train,75.0,1,3,3,0,34.31739807128906,43.37857437133789,0.20888598648912587,"[48.70870590209961, 51.66551208496094, 43.37857437133789, 34.31739807128906]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_b87d5513f3b886_angle_075_zone_1.png
rotation_17d5993dd1e81b4e,sroie_doc_a76ef7be016f18,sroie_page_4d7d7907efedfb,sroie,SROIE2019,receipt,train,315.0,4,1,2,0,35.350399017333984,50.32741928100586,0.297591660324303,"[52.20447540283203, 35.350399017333984, 50.32741928100586, 53.06161117553711]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/sroie_page_4d7d7907efedfb_angle_315_zone_4.png
rotation_17dbc08f9f46fd05,funsd_doc_4b60283399bbe9,funsd_page_480a359d098914,funsd,dataset,form,train,15.0,1,3,3,0,31.789920806884766,45.17216873168945,0.2962498436657236,"[45.17216873168945, 50.73540496826172, 45.598907470703125, 31.789920806884766]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_480a359d098914_angle_015_zone_1.png
rotation_180b186a4bc45184,fatura_doc_9a1791afe887e1,fatura_page_919df1a9882519,fatura,invoices_dataset_final,invoice,train,45.0,1,3,3,0,32.07533645629883,45.73927307128906,0.29873532519184715,"[48.66750717163086, 49.10160827636719, 45.73927307128906, 32.07533645629883]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/fatura_page_919df1a9882519_angle_045_zone_1.png
rotation_182ef2c012408a8f,funsd_doc_e96951cc1603f5,funsd_page_7d1ead8dda2944,funsd,dataset,form,train,30.0,1,3,3,0,34.819461822509766,44.63641357421875,0.2199314632522155,"[44.63641357421875, 45.88942337036133, 52.90161895751953, 34.819461822509766]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/funsd_page_7d1ead8dda2944_angle_030_zone_1.png
rotation_1847fa48d2552a56,sroie_doc_ce323df9b93297,sroie_page_f0c64e9d02f34a,sroie,SROIE2019,receipt,train,315.0,4,1,2,0,37.068084716796875,52.51145935058594,0.2940953236641811,"[54.40545654296875, 37.068084716796875, 52.51145935058594, 53.3076286315918]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/sroie_page_f0c64e9d02f34a_angle_315_zone_4.png
rotation_185965785437c7f1,coru_doc_332d2ef9dc1874,coru_page_c8a35d85f2adfd,coru,Receipt Images & Key Information Detection,receipt,train,225.0,3,0,1,0,33.493408203125,45.95780944824219,0.27121399811613367,"[33.493408203125, 45.95780944824219, 47.695289611816406, 50.291419982910156]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_c8a35d85f2adfd_angle_225_zone_3.png
rotation_1893f7814b62b233,funsd_doc_c9bde81266254f,funsd_page_5c8d1533de8463,funsd,dataset,form,train,165.0,2,2,4,0,37.31968688964844,46.096553802490234,0.1904018020619939,"[47.30093765258789, 46.096553802490234, 37.31968688964844, 50.587581634521484]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_5c8d1533de8463_angle_165_zone_2.png
rotation_18a43b179f62610e,sroie_doc_5f75fc3d9afb2c,sroie_page_640f1d95082181,sroie,SROIE2019,receipt,train,225.0,3,0,1,0,32.120174407958984,44.855960845947266,0.2839262875613768,"[32.120174407958984, 49.96737289428711, 52.1995735168457, 44.855960845947266]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_640f1d95082181_angle_225_zone_3.png
rotation_18ad34ea9d73a2aa,sroie_doc_d5233862a0c25f,sroie_page_9491f821938dd6,sroie,SROIE2019,receipt,train,75.0,1,3,3,0,30.68607521057129,39.21064758300781,0.2174045290731363,"[42.17143630981445, 46.747169494628906, 39.21064758300781, 30.68607521057129]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_1/sroie_page_9491f821938dd6_angle_075_zone_1.png
rotation_18bd33fdf56b35b6,sroie_doc_789891efc47e1e,sroie_page_9c5e7b8a0051c6,sroie,SROIE2019,receipt,train,225.0,3,0,1,0,28.42222023010254,43.01421356201172,0.33923654819057747,"[28.42222023010254, 47.44736099243164, 49.00181198120117, 43.01421356201172]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/sroie_page_9c5e7b8a0051c6_angle_225_zone_3.png
rotation_1915d808129cdeec,funsd_doc_7166090ae26b42,funsd_page_b7542bc31b281e,funsd,dataset,form,train,135.0,2,2,4,0,31.603858947753906,46.607994079589844,0.3219219240848302,"[51.050926208496094, 46.607994079589844, 31.603858947753906, 49.25012969970703]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_b7542bc31b281e_angle_135_zone_2.png
rotation_192ea9b9e3446828,fatura_doc_b9be78df0beae5,fatura_page_94a52e06190923,fatura,invoices_dataset_final,invoice,train,120.0,2,2,4,0,32.12297821044922,45.40106964111328,0.29246208372676724,"[50.85872268676758, 46.12252426147461, 32.12297821044922, 45.40106964111328]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/fatura_page_94a52e06190923_angle_120_zone_2.png
rotation_195b6aa6a640d527,coru_doc_1609f7d144dad0,coru_page_f8a0f37b9ac60f,coru,Receipt Images & Key Information Detection,receipt,train,240.0,3,0,1,0,38.15157699584961,53.86870574951172,0.2917673356910858,"[38.15157699584961, 56.641319274902344, 56.99985122680664, 53.86870574951172]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_f8a0f37b9ac60f_angle_240_zone_3.png
rotation_19741d33f5216872,fatura_doc_9a59cf94db75ba,fatura_page_57df275b1501ff,fatura,invoices_dataset_final,invoice,train,135.0,2,2,4,0,34.44232177734375,47.55141830444336,0.2756825557372419,"[51.33010482788086, 48.91251754760742, 34.44232177734375, 47.55141830444336]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/fatura_page_57df275b1501ff_angle_135_zone_2.png
rotation_197866ab9a64e2b6,funsd_doc_07d5c7348fb289,funsd_page_f9bdc0cd62541c,funsd,dataset,form,train,120.0,2,2,4,0,26.300601959228516,39.87278366088867,0.34038711260014554,"[48.65725326538086, 45.61906814575195, 26.300601959228516, 39.87278366088867]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_f9bdc0cd62541c_angle_120_zone_2.png
rotation_199336d24dadbcaa,fatura_doc_cc4602e8996da8,fatura_page_e35adb58a7103e,fatura,invoices_dataset_final,invoice,train,165.0,2,2,4,0,32.728763580322266,40.63377380371094,0.19454285151005923,"[48.26506423950195, 48.071720123291016, 32.728763580322266, 40.63377380371094]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/fatura_page_e35adb58a7103e_angle_165_zone_2.png
rotation_19c68942a07445ab,funsd_doc_cca58cc6d7412b,funsd_page_e3aab7a9897189,funsd,dataset,form,train,150.0,2,2,4,0,25.073719024658203,38.37074279785156,0.3465406922989742,"[45.29228210449219, 38.37074279785156, 25.073719024658203, 41.82145690917969]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_2/funsd_page_e3aab7a9897189_angle_150_zone_2.png
rotation_19d4086ad4604348,coru_doc_5ef5cfa904a626,coru_page_8e19d7c907706f,coru,Receipt Images & Key Information Detection,receipt,train,240.0,3,0,1,0,39.09492874145508,54.11355209350586,0.27753904097996107,"[39.09492874145508, 56.16399002075195, 56.3419075012207, 54.11355209350586]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_3/coru_page_8e19d7c907706f_angle_240_zone_3.png
rotation_1a063160c25dfdef,coru_doc_3f1dc5813f0360,coru_page_1ad829b62fe51d,coru,Receipt Images & Key Information Detection,receipt,train,345.0,4,1,2,0,46.153892517089844,55.847896575927734,0.17357867803773872,"[58.940643310546875, 46.153892517089844, 55.847896575927734, 60.752201080322266]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/train/zone_4/coru_page_1ad829b62fe51d_angle_345_zone_4.png
