dataset,file_path,file_type,expected_match,match_status,reason,recommended_action
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/000aed0d-6af8-49c5-b9a4-b4df292f8b1d.txt,annotation,image(.jpg) with same stem '000aed0d-6af8-49c5-b9a4-b4df292f8b1d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1142e772-649d-4fab-a71d-d0450977b33e.txt,annotation,image(.jpg) with same stem '1142e772-649d-4fab-a71d-d0450977b33e',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11555c5e-6d92-4217-af31-8011467b0866.txt,annotation,image(.jpg) with same stem '11555c5e-6d92-4217-af31-8011467b0866',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1169a5ca-6086-4cd7-988b-59f5d7c609cb.txt,annotation,image(.jpg) with same stem '1169a5ca-6086-4cd7-988b-59f5d7c609cb',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1188156d-99cb-42fb-bb15-dd81339f34ab.txt,annotation,image(.jpg) with same stem '1188156d-99cb-42fb-bb15-dd81339f34ab',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11916ba1-eaf9-4c65-a993-1da01a73ae02.txt,annotation,image(.jpg) with same stem '11916ba1-eaf9-4c65-a993-1da01a73ae02',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1193028f-84c1-47bc-a33b-f15aef5595d9.txt,annotation,image(.jpg) with same stem '1193028f-84c1-47bc-a33b-f15aef5595d9',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11962a17-0623-4e1d-b0df-a8740ca62a33.txt,annotation,image(.jpg) with same stem '11962a17-0623-4e1d-b0df-a8740ca62a33',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11aa6c6b-b076-4c7f-a699-048d7ad0c3e6.txt,annotation,image(.jpg) with same stem '11aa6c6b-b076-4c7f-a699-048d7ad0c3e6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11bc0153-d8e8-4fb3-94d1-ee60e871ba26.txt,annotation,image(.jpg) with same stem '11bc0153-d8e8-4fb3-94d1-ee60e871ba26',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11cc9825-a774-4549-b387-f7da7090dd17.txt,annotation,image(.jpg) with same stem '11cc9825-a774-4549-b387-f7da7090dd17',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11d0d549-aed7-402c-9efa-16f568f5db27.txt,annotation,image(.jpg) with same stem '11d0d549-aed7-402c-9efa-16f568f5db27',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11e8c982-0686-4ffa-a81f-a5c3aeec8a64.txt,annotation,image(.jpg) with same stem '11e8c982-0686-4ffa-a81f-a5c3aeec8a64',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11e942a9-3136-42d3-a4c7-fc854e2843bb.txt,annotation,image(.jpg) with same stem '11e942a9-3136-42d3-a4c7-fc854e2843bb',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11ecb213-2fd7-45e5-9fe7-8edde7f9d7e1.txt,annotation,image(.jpg) with same stem '11ecb213-2fd7-45e5-9fe7-8edde7f9d7e1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11ed9f6a-20a4-49d1-8ba9-99f8730adf89.txt,annotation,image(.jpg) with same stem '11ed9f6a-20a4-49d1-8ba9-99f8730adf89',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/11efbf3a-325d-44f6-914c-1ddf4268a297.txt,annotation,image(.jpg) with same stem '11efbf3a-325d-44f6-914c-1ddf4268a297',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12062e38-f372-41d1-b65c-7740e083cdf3.txt,annotation,image(.jpg) with same stem '12062e38-f372-41d1-b65c-7740e083cdf3',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/120bc47b-fdb8-403d-abf9-7a0b360787fd.txt,annotation,image(.jpg) with same stem '120bc47b-fdb8-403d-abf9-7a0b360787fd',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/120c4d93-e5a1-4c0f-8754-5257b73fdc2c.txt,annotation,image(.jpg) with same stem '120c4d93-e5a1-4c0f-8754-5257b73fdc2c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/121666ef-4d86-4760-8f0d-9d924989afcc.txt,annotation,image(.jpg) with same stem '121666ef-4d86-4760-8f0d-9d924989afcc',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/123fd7eb-c8a9-41c9-a928-1cd5d15279ff.txt,annotation,image(.jpg) with same stem '123fd7eb-c8a9-41c9-a928-1cd5d15279ff',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12429e9a-bdd7-4bcf-abc4-dd4de4f3d27c.txt,annotation,image(.jpg) with same stem '12429e9a-bdd7-4bcf-abc4-dd4de4f3d27c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1247f4b7-0959-4d9f-a826-10a03450b408.txt,annotation,image(.jpg) with same stem '1247f4b7-0959-4d9f-a826-10a03450b408',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/124a6f0b-9033-4a05-9349-d8e5955d4341.txt,annotation,image(.jpg) with same stem '124a6f0b-9033-4a05-9349-d8e5955d4341',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/125099f7-4a1d-45bb-b257-68794b6949ec.txt,annotation,image(.jpg) with same stem '125099f7-4a1d-45bb-b257-68794b6949ec',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1253239f-cf81-453d-a354-bdf4179c6e14.txt,annotation,image(.jpg) with same stem '1253239f-cf81-453d-a354-bdf4179c6e14',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/125b2a5d-3389-4424-83af-f4e57a876e45.txt,annotation,image(.jpg) with same stem '125b2a5d-3389-4424-83af-f4e57a876e45',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1262cfc8-db8f-4678-ae2f-4bda2d2918ff.txt,annotation,image(.jpg) with same stem '1262cfc8-db8f-4678-ae2f-4bda2d2918ff',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/126acba1-8a6b-448c-9be1-d93db742ff73.txt,annotation,image(.jpg) with same stem '126acba1-8a6b-448c-9be1-d93db742ff73',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/126f399d-fbed-4949-bb74-5c89ac574908.txt,annotation,image(.jpg) with same stem '126f399d-fbed-4949-bb74-5c89ac574908',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1274ca44-c7f1-4645-999c-847fb5fd3d77.txt,annotation,image(.jpg) with same stem '1274ca44-c7f1-4645-999c-847fb5fd3d77',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/127ab7c6-3439-4d63-aaf6-13b322944f79.txt,annotation,image(.jpg) with same stem '127ab7c6-3439-4d63-aaf6-13b322944f79',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/127c453c-215f-4f01-98e4-e8fb16a62f8b.txt,annotation,image(.jpg) with same stem '127c453c-215f-4f01-98e4-e8fb16a62f8b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/129246ec-0e3a-4473-9a24-a840f54c9f9b.txt,annotation,image(.jpg) with same stem '129246ec-0e3a-4473-9a24-a840f54c9f9b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/129a5bc7-b2b7-43c4-b358-9af83375631f.txt,annotation,image(.jpg) with same stem '129a5bc7-b2b7-43c4-b358-9af83375631f',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12a8ca40-b9b2-4a61-8575-5481c4e4cff5.txt,annotation,image(.jpg) with same stem '12a8ca40-b9b2-4a61-8575-5481c4e4cff5',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12ae0904-14ed-4acf-a611-d8aa924bf8ef.txt,annotation,image(.jpg) with same stem '12ae0904-14ed-4acf-a611-d8aa924bf8ef',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12bd1b55-c290-48af-8546-ea5d87f0e939.txt,annotation,image(.jpg) with same stem '12bd1b55-c290-48af-8546-ea5d87f0e939',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12ca29a7-a036-46ca-8c07-56c20d9c59d0.txt,annotation,image(.jpg) with same stem '12ca29a7-a036-46ca-8c07-56c20d9c59d0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12f48c54-6936-4d91-9dce-b093289b6a2a.txt,annotation,image(.jpg) with same stem '12f48c54-6936-4d91-9dce-b093289b6a2a',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/12f67db0-73f3-483d-b02f-e5594ffd0cab.txt,annotation,image(.jpg) with same stem '12f67db0-73f3-483d-b02f-e5594ffd0cab',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1303688a-7ae7-43aa-add3-6ffc74ef826d.txt,annotation,image(.jpg) with same stem '1303688a-7ae7-43aa-add3-6ffc74ef826d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13172e43-ca03-4542-825d-7a828b2109b6.txt,annotation,image(.jpg) with same stem '13172e43-ca03-4542-825d-7a828b2109b6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/131cbaeb-a48b-4ba6-b745-cd933278b14c.txt,annotation,image(.jpg) with same stem '131cbaeb-a48b-4ba6-b745-cd933278b14c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/131ee931-5a6a-494a-b242-eef70e8a32db.txt,annotation,image(.jpg) with same stem '131ee931-5a6a-494a-b242-eef70e8a32db',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/133f5712-1c3a-4269-bb51-929576c8478b.txt,annotation,image(.jpg) with same stem '133f5712-1c3a-4269-bb51-929576c8478b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/134263ed-0095-47a7-8fae-39897d1c206e.txt,annotation,image(.jpg) with same stem '134263ed-0095-47a7-8fae-39897d1c206e',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/135bba2b-e28d-49c8-8fb0-6bfe59e17414.txt,annotation,image(.jpg) with same stem '135bba2b-e28d-49c8-8fb0-6bfe59e17414',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/135c2af7-4e14-4fa8-9b0f-b23025b410df.txt,annotation,image(.jpg) with same stem '135c2af7-4e14-4fa8-9b0f-b23025b410df',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/135ef862-60d3-4d9c-a2c1-9c94c5a8c3d8.txt,annotation,image(.jpg) with same stem '135ef862-60d3-4d9c-a2c1-9c94c5a8c3d8',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1363f18f-0056-48d3-abf4-bcc75a417dc0.txt,annotation,image(.jpg) with same stem '1363f18f-0056-48d3-abf4-bcc75a417dc0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1365e541-afc3-4b42-9ad1-d4b2e3f3d73a.txt,annotation,image(.jpg) with same stem '1365e541-afc3-4b42-9ad1-d4b2e3f3d73a',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/136bfa82-15f9-49e2-8611-771979dba586.txt,annotation,image(.jpg) with same stem '136bfa82-15f9-49e2-8611-771979dba586',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1374edac-d1a9-48f7-8794-ac2b34edd08c.txt,annotation,image(.jpg) with same stem '1374edac-d1a9-48f7-8794-ac2b34edd08c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1377831a-7bb0-4048-b3b7-d4bdc9fe17e2.txt,annotation,image(.jpg) with same stem '1377831a-7bb0-4048-b3b7-d4bdc9fe17e2',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/138e02f5-8ed2-429e-aab5-0c5aa8965f48.txt,annotation,image(.jpg) with same stem '138e02f5-8ed2-429e-aab5-0c5aa8965f48',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/138e52cd-2a35-47a1-b359-5bbc35427a1b.txt,annotation,image(.jpg) with same stem '138e52cd-2a35-47a1-b359-5bbc35427a1b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1390a19f-83bd-487d-93a5-2577a74b21f5.txt,annotation,image(.jpg) with same stem '1390a19f-83bd-487d-93a5-2577a74b21f5',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1391c241-26f5-4701-8fe7-cafa604371f4.txt,annotation,image(.jpg) with same stem '1391c241-26f5-4701-8fe7-cafa604371f4',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13c1dfad-daf0-48e4-b205-1762fbe86da6.txt,annotation,image(.jpg) with same stem '13c1dfad-daf0-48e4-b205-1762fbe86da6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13c650d4-45cc-4c6e-9589-40225058949d.txt,annotation,image(.jpg) with same stem '13c650d4-45cc-4c6e-9589-40225058949d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13d0f99d-8eca-4746-ac0d-5dd9e2900dcf.txt,annotation,image(.jpg) with same stem '13d0f99d-8eca-4746-ac0d-5dd9e2900dcf',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13d396c5-5e9b-4cc1-9a74-db7a113aa02d.txt,annotation,image(.jpg) with same stem '13d396c5-5e9b-4cc1-9a74-db7a113aa02d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13e13ef7-d042-4213-b21e-0e1f6a786caa.txt,annotation,image(.jpg) with same stem '13e13ef7-d042-4213-b21e-0e1f6a786caa',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13e8abd3-783e-498f-84a7-65cbd10fcbed.txt,annotation,image(.jpg) with same stem '13e8abd3-783e-498f-84a7-65cbd10fcbed',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13ef6d5c-f0d9-4799-a554-db8a53f1ee50.txt,annotation,image(.jpg) with same stem '13ef6d5c-f0d9-4799-a554-db8a53f1ee50',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13f13586-917b-44e4-880a-c29d0267673d.txt,annotation,image(.jpg) with same stem '13f13586-917b-44e4-880a-c29d0267673d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13f2fa7f-1af8-44b1-97d2-de2f0e37bf7b.txt,annotation,image(.jpg) with same stem '13f2fa7f-1af8-44b1-97d2-de2f0e37bf7b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/13f8c666-c43a-46bc-91cb-51134f5dbda1.txt,annotation,image(.jpg) with same stem '13f8c666-c43a-46bc-91cb-51134f5dbda1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14013973-bd1f-422b-8cb9-e09a1a366fb6.txt,annotation,image(.jpg) with same stem '14013973-bd1f-422b-8cb9-e09a1a366fb6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/140478ef-a613-47d7-868d-fec90b1e53ba.txt,annotation,image(.jpg) with same stem '140478ef-a613-47d7-868d-fec90b1e53ba',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14074b85-823d-404c-a212-2376c6cf5768.txt,annotation,image(.jpg) with same stem '14074b85-823d-404c-a212-2376c6cf5768',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/140cea04-ddc0-4b77-a012-2d8f73b5a8e7.txt,annotation,image(.jpg) with same stem '140cea04-ddc0-4b77-a012-2d8f73b5a8e7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1411826b-a696-495a-a1e4-f59f915e52b7.txt,annotation,image(.jpg) with same stem '1411826b-a696-495a-a1e4-f59f915e52b7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14243e21-5743-4653-ae37-a5b0ea2ffcb9.txt,annotation,image(.jpg) with same stem '14243e21-5743-4653-ae37-a5b0ea2ffcb9',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/142849ae-a54b-40da-ab16-95b7b947821d.txt,annotation,image(.jpg) with same stem '142849ae-a54b-40da-ab16-95b7b947821d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/142e7f55-1581-48b4-b106-7eb3aed633af.txt,annotation,image(.jpg) with same stem '142e7f55-1581-48b4-b106-7eb3aed633af',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14369f22-e779-4034-8267-08b9306ca61f.txt,annotation,image(.jpg) with same stem '14369f22-e779-4034-8267-08b9306ca61f',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/143ad1fa-fee4-4e30-9459-f4ec6a660b8c.txt,annotation,image(.jpg) with same stem '143ad1fa-fee4-4e30-9459-f4ec6a660b8c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/143e796a-4652-498c-a3bb-5a3b145b0acc.txt,annotation,image(.jpg) with same stem '143e796a-4652-498c-a3bb-5a3b145b0acc',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/144d82fb-48ba-40a6-891b-5277fbbb94a8.txt,annotation,image(.jpg) with same stem '144d82fb-48ba-40a6-891b-5277fbbb94a8',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14591533-adb1-4138-b1c8-8c32ce888313.txt,annotation,image(.jpg) with same stem '14591533-adb1-4138-b1c8-8c32ce888313',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/145a7633-9e12-48ca-8355-bc60d2fccfa2.txt,annotation,image(.jpg) with same stem '145a7633-9e12-48ca-8355-bc60d2fccfa2',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/145bb37b-60a5-46f0-9a51-6ef320c215fa.txt,annotation,image(.jpg) with same stem '145bb37b-60a5-46f0-9a51-6ef320c215fa',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/145d28df-b0f8-427f-9b25-48b8c9ff3c01.txt,annotation,image(.jpg) with same stem '145d28df-b0f8-427f-9b25-48b8c9ff3c01',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1460eb30-b22e-4825-99b9-0c1d2b375dfd.txt,annotation,image(.jpg) with same stem '1460eb30-b22e-4825-99b9-0c1d2b375dfd',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14689a22-c7aa-4b29-827d-5258969d2ad6.txt,annotation,image(.jpg) with same stem '14689a22-c7aa-4b29-827d-5258969d2ad6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1486decd-8674-475f-8b94-dc173068fbae.txt,annotation,image(.jpg) with same stem '1486decd-8674-475f-8b94-dc173068fbae',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14890081-256b-42d7-b2ec-7b1dcb9a9880.txt,annotation,image(.jpg) with same stem '14890081-256b-42d7-b2ec-7b1dcb9a9880',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14894372-b6fa-40e3-9ae3-1376bf546814.txt,annotation,image(.jpg) with same stem '14894372-b6fa-40e3-9ae3-1376bf546814',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/148a492d-b5a6-4f95-bf15-e0cfc5ee5354.txt,annotation,image(.jpg) with same stem '148a492d-b5a6-4f95-bf15-e0cfc5ee5354',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14901efb-b36d-4514-83d7-4ac0743381b7.txt,annotation,image(.jpg) with same stem '14901efb-b36d-4514-83d7-4ac0743381b7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14915cd9-bf31-4d18-9e5b-231d3c771b81.txt,annotation,image(.jpg) with same stem '14915cd9-bf31-4d18-9e5b-231d3c771b81',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14a5acd1-2a4a-4a3d-b53c-0a95c81eac41.txt,annotation,image(.jpg) with same stem '14a5acd1-2a4a-4a3d-b53c-0a95c81eac41',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14b924cb-44f3-478d-baff-1832633e178b.txt,annotation,image(.jpg) with same stem '14b924cb-44f3-478d-baff-1832633e178b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14bc4aae-fbc8-44eb-94cd-97f4c5874263.txt,annotation,image(.jpg) with same stem '14bc4aae-fbc8-44eb-94cd-97f4c5874263',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14d335ec-d0d9-4400-bc3e-898e30213b7d.txt,annotation,image(.jpg) with same stem '14d335ec-d0d9-4400-bc3e-898e30213b7d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14daa51a-d0ff-4a8a-8720-7fd6c8179b00.txt,annotation,image(.jpg) with same stem '14daa51a-d0ff-4a8a-8720-7fd6c8179b00',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14e046fc-9592-45be-8939-f2ff7ebfe33d.txt,annotation,image(.jpg) with same stem '14e046fc-9592-45be-8939-f2ff7ebfe33d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14e06819-b881-49f0-af54-25363199fc16.txt,annotation,image(.jpg) with same stem '14e06819-b881-49f0-af54-25363199fc16',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14e7e8fe-62bc-411b-a020-df0968d5e915.txt,annotation,image(.jpg) with same stem '14e7e8fe-62bc-411b-a020-df0968d5e915',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/14f7ce86-d332-4bbe-86c1-042b4642f352.txt,annotation,image(.jpg) with same stem '14f7ce86-d332-4bbe-86c1-042b4642f352',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/15014dc6-a80a-436e-8335-cce58a4d4c73.txt,annotation,image(.jpg) with same stem '15014dc6-a80a-436e-8335-cce58a4d4c73',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1502f5f2-219b-4f2a-8e0c-9c67acc42204.txt,annotation,image(.jpg) with same stem '1502f5f2-219b-4f2a-8e0c-9c67acc42204',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/1516f41f-d894-4758-9974-6901055e7288.txt,annotation,image(.jpg) with same stem '1516f41f-d894-4758-9974-6901055e7288',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/152027e1-f4a5-4391-896e-71f41b0e9a02.txt,annotation,image(.jpg) with same stem '152027e1-f4a5-4391-896e-71f41b0e9a02',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/154d2410-8cc9-47a0-b41a-a6a02ff4ce96.txt,annotation,image(.jpg) with same stem '154d2410-8cc9-47a0-b41a-a6a02ff4ce96',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/154d4807-47a0-4413-990c-755dbd1e78f0.txt,annotation,image(.jpg) with same stem '154d4807-47a0-4413-990c-755dbd1e78f0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/15575c78-16be-4d59-80d2-c8519f7f43e2.txt,annotation,image(.jpg) with same stem '15575c78-16be-4d59-80d2-c8519f7f43e2',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/156a43ab-58e3-4e05-a975-0c86c282c7a0.txt,annotation,image(.jpg) with same stem '156a43ab-58e3-4e05-a975-0c86c282c7a0',unmatched,no matching image(.jpg),review; do not delete
