duplicate_group_id,dataset,file_path,sha256,size_bytes,duplicate_type,recommended_canonical_file,cross_dataset_duplicate,notes
e00095,coru,coru/OCR Dataset/train/6f2b4b97-530d-4b6c-9023-0160f1accf9d_line_3.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00095,coru,coru/OCR Dataset/train/80cb48bb-e2c5-481d-8f87-61ae921a860b_line_8.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00095,coru,coru/OCR Dataset/train/8b3ea67e-af14-4b31-b460-c0d4e037b055_line_7.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00095,coru,coru/OCR Dataset/train/c98ae1de-b5f7-43e6-9bdb-57bcf176d633_line_7.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00095,coru,coru/OCR Dataset/train/d4e377a0-7fab-4350-b645-2a810856293c_line_3.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00095,coru,coru/OCR Dataset/train/d8cdcbd6-3881-4af3-a5db-0e99532deba8_line_3.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00095,coru,coru/OCR Dataset/val/283511ba-044a-4925-9c40-c87dd6e6ee76_line_4.txt,931d7c96afd49e7b7842a877db79a6f0571379dc7f9f54d9e9c5a40781f1a8ce,10,exact,coru/OCR Dataset/test/0a7d0670-ffe2-4b96-a1f6-6b7c46278ab6_line_3.txt,no,candidate for de-dup
e00096,coru,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_13.txt,acddf33a70220639cefc2d94ff30922fbbd890d204899ba81bd06915b49f0210,9,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_13.txt,no,
e00096,coru,coru/OCR Dataset/train/48cab633-cf4b-43cd-a690-4ca2eceb836f_line_4.txt,acddf33a70220639cefc2d94ff30922fbbd890d204899ba81bd06915b49f0210,9,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_13.txt,no,candidate for de-dup
e00096,coru,coru/OCR Dataset/train/8eb33cad-f25e-4caf-b5a8-2310e1d012be_line_13.txt,acddf33a70220639cefc2d94ff30922fbbd890d204899ba81bd06915b49f0210,9,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_13.txt,no,candidate for de-dup
e00096,coru,coru/OCR Dataset/train/e1a8cf64-0deb-438f-a73c-268de0c0d25f_line_150.txt,acddf33a70220639cefc2d94ff30922fbbd890d204899ba81bd06915b49f0210,9,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_13.txt,no,candidate for de-dup
e00097,coru,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,
e00097,coru,coru/OCR Dataset/train/05a710eb-e500-4a72-a3df-2a8ccb093e4b_line_2.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,candidate for de-dup
e00097,coru,coru/OCR Dataset/train/0a035831-f46c-4258-a839-bd2dc300b3d9_line_2.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,candidate for de-dup
e00097,coru,coru/OCR Dataset/train/1f13073d-ca89-4793-aec5-a896c9e7271f_line_3.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,candidate for de-dup
e00097,coru,coru/OCR Dataset/train/a335a852-cd72-4ffc-be82-f02d4b5446f5_line_2.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,candidate for de-dup
e00097,coru,coru/OCR Dataset/train/c61cbce9-53d7-4684-8596-661853be78af_line_2.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,candidate for de-dup
e00097,coru,coru/OCR Dataset/train/ecc412ad-e9cc-45fb-a6b4-4976abe0e2a7_line_20.txt,5505b6deaa18fbb746fe24e521f6532e7e8723a9b65b3e0cb6199abd01541bb6,28,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_2.txt,no,candidate for de-dup
e00098,coru,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_3.txt,3539ab1a642c53a37efa0c8f909283ca25d48036a79ea41994ccd06dd5f4e593,22,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_3.txt,no,
e00098,coru,coru/OCR Dataset/train/1f13073d-ca89-4793-aec5-a896c9e7271f_line_4.txt,3539ab1a642c53a37efa0c8f909283ca25d48036a79ea41994ccd06dd5f4e593,22,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_3.txt,no,candidate for de-dup
e00098,coru,coru/OCR Dataset/train/370234ab-9a75-454f-8f2a-6437e99dc14c_line_3.txt,3539ab1a642c53a37efa0c8f909283ca25d48036a79ea41994ccd06dd5f4e593,22,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_3.txt,no,candidate for de-dup
e00098,coru,coru/OCR Dataset/val/99ee4c7f-f48c-482c-af32-ecd870b2bf06_line_30.txt,3539ab1a642c53a37efa0c8f909283ca25d48036a79ea41994ccd06dd5f4e593,22,exact,coru/OCR Dataset/test/0aa96ea2-bc2c-4779-b03e-f4c80ca7d122_line_3.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,
e00099,coru,coru/OCR Dataset/test/21356264-e885-4c98-89cd-fe5e8af8f060_merchant.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/test/54f2586d-741d-41f5-8cec-e7bb448dafa3_line_00.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/train/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_merchant.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/train/2bcc41c3-09f4-41de-a79f-ecabee276fc8_merchant.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/train/38773a6d-6ad8-445f-8bd7-78d5a4df5ab7_merchant.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/train/7822a45f-e40a-4818-b286-fb8dc47c7e48_merchant.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/train/a4fa5c34-71d1-4e3f-b8a1-c84d2af88987_line_0.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00099,coru,coru/OCR Dataset/val/65eb69b7-a51d-42fc-a309-57206445891b_merchant.txt,01fb413258acae1c1beee21e0ed033e08bbd1593c9f3a373b217d8bee55bf199,26,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_0.txt,no,candidate for de-dup
e00100,coru,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_1.txt,41941b06fc419e9eac984a5720e91caf1dcd842733173131f1276740e221382a,56,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_1.txt,no,
e00100,coru,coru/OCR Dataset/train/21356264-e885-4c98-89cd-fe5e8af8f060_line_1.txt,41941b06fc419e9eac984a5720e91caf1dcd842733173131f1276740e221382a,56,exact,coru/OCR Dataset/test/0abfd895-994c-4ecd-a22a-4159f9f3a8f3_line_1.txt,no,candidate for de-dup
e00101,coru,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_21.txt,d5dacf97c27df84ede1fd817f04a6b02809b0ed7ec685aedfb0ceacd9f7907c4,49,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_21.txt,no,
e00101,coru,coru/OCR Dataset/train/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_38.txt,d5dacf97c27df84ede1fd817f04a6b02809b0ed7ec685aedfb0ceacd9f7907c4,49,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_21.txt,no,candidate for de-dup
e00102,coru,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_26.txt,9bc3271eb7a6a0c8ba526d3cb8839b5b7e5d094ba5db5f1ae47788d1aab8b2c2,35,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_26.txt,no,
e00102,coru,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_37.txt,9bc3271eb7a6a0c8ba526d3cb8839b5b7e5d094ba5db5f1ae47788d1aab8b2c2,35,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_26.txt,no,candidate for de-dup
e00103,coru,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_48.txt,799e73eee5c59431a970a1132977c059f381059e4c0eea77e95e769c2cdb7090,47,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_48.txt,no,
e00103,coru,coru/OCR Dataset/train/6b0d41ff-547e-4056-a190-4c80e3e5345a_line_29.txt,799e73eee5c59431a970a1132977c059f381059e4c0eea77e95e769c2cdb7090,47,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_48.txt,no,candidate for de-dup
e00103,coru,coru/OCR Dataset/train/e0461bc8-8ed4-49a3-a431-92056b1dfe52_line_35.txt,799e73eee5c59431a970a1132977c059f381059e4c0eea77e95e769c2cdb7090,47,exact,coru/OCR Dataset/test/0aca14f1-69e8-47bd-a949-e2fb4c59faf6_line_48.txt,no,candidate for de-dup
e00104,coru,coru/OCR Dataset/test/0b00770c-aeb8-48a3-bdfa-05f1f5138101_line_7.txt,3311d741f21ec0162156e96882499c91f8ae5371ef1bff81812c0c2895372ebe,16,exact,coru/OCR Dataset/test/0b00770c-aeb8-48a3-bdfa-05f1f5138101_line_7.txt,no,
e00104,coru,coru/OCR Dataset/train/48c90949-b120-4616-b32d-a3515679631b_line_15.txt,3311d741f21ec0162156e96882499c91f8ae5371ef1bff81812c0c2895372ebe,16,exact,coru/OCR Dataset/test/0b00770c-aeb8-48a3-bdfa-05f1f5138101_line_7.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,
e00105,coru,coru/OCR Dataset/test/134263ed-0095-47a7-8fae-39897d1c206e_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/0bcfc55d-ad77-4b3a-aaad-0e30029d8637_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/1be82f45-786a-4711-b6c5-6152cfc42f92_line_0.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/1be82f45-786a-4711-b6c5-6152cfc42f92_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/1fa0bd57-d764-491a-b360-743e17cc6752_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/232bffb8-e963-4599-bf06-f1a5c8feacc8_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/2a2955f1-7900-45f5-bf53-0fd3983b7cca_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/6a16318b-5f97-429b-9f49-391269d3f1a9_line_3.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/92bd0f3f-b813-4e5a-8ba5-215956e934d0_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/94d1fa37-56ee-4c76-946f-0c596ffdd7ce_line_0.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/969f9a00-5b4f-43fe-be42-d640092d37a6_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/9e11869a-a2a2-4802-834e-febae9d9ee78_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/a54c0259-00cb-4aa1-a2ad-4f8746359d19_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/c2a43de0-d401-46de-961d-addcdac68d14_line_1.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/c638db8a-5e95-44f9-9da9-6d7bcfd0c8d9_line_0.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/cb7dc608-5a2e-4c58-9989-b95bbe9898ae_line_3.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/f95eaa53-661e-49bd-9b9a-768e3ac57ade_line_0.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/train/fea84e20-c366-4bd6-884f-12db50c85e25_line_0.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00105,coru,coru/OCR Dataset/val/74957d79-6891-435c-993c-72685a5fcec8_merchant.txt,988d4b2c36b74bcf4b83f24e7358789a75f69e503b42fab1727abe5aec7e4ef8,29,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_1.txt,no,candidate for de-dup
e00106,coru,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,5ef69486c9a38074be87799bc9708d04f4f70c3c49c635e9199849a192657cc4,18,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,no,
e00106,coru,coru/OCR Dataset/train/1f3cfd06-e940-4fe5-a4a2-89be22d01b39_line_18.txt,5ef69486c9a38074be87799bc9708d04f4f70c3c49c635e9199849a192657cc4,18,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,no,candidate for de-dup
e00106,coru,coru/OCR Dataset/train/44d91721-dc11-4965-88aa-63baba3da317_line_14.txt,5ef69486c9a38074be87799bc9708d04f4f70c3c49c635e9199849a192657cc4,18,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,no,candidate for de-dup
e00106,coru,coru/OCR Dataset/val/28429af6-f309-4776-995e-ed52f64e378e_line_14.txt,5ef69486c9a38074be87799bc9708d04f4f70c3c49c635e9199849a192657cc4,18,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,no,candidate for de-dup
e00106,coru,coru/OCR Dataset/val/2a8a3025-6ec5-441d-b867-b409e318617b_line_25.txt,5ef69486c9a38074be87799bc9708d04f4f70c3c49c635e9199849a192657cc4,18,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,no,candidate for de-dup
e00106,coru,coru/OCR Dataset/val/5072fadb-09af-47dc-8ef5-09b858570d02_line_190.txt,5ef69486c9a38074be87799bc9708d04f4f70c3c49c635e9199849a192657cc4,18,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_14.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,
e00107,coru,coru/OCR Dataset/test/9eac0264-5716-434b-b651-b7aba04ace49_line_29.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/test/ce01e5ff-58c2-40d9-b25a-962c249d9e6f_line_37.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/test/ee37fd52-5237-4938-94dd-42ac52ad8d8d_line_26.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/train/1b9d0218-f9bd-4085-8409-e3259b019ebb_line_51.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/train/81451bab-5922-4152-aa5e-5980163790c8_line_230.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/train/fea84e20-c366-4bd6-884f-12db50c85e25_line_37.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/val/555e7105-8eef-4732-94a3-6befbcaa305c_line_24.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00107,coru,coru/OCR Dataset/val/d1db3599-24c9-4833-8506-e40ecf8b7a08_line_42.txt,afd63a428e4c59aa3aeb9aaf02ba7241fdcc4b6b9349fdcce150f39768955fe8,42,exact,coru/OCR Dataset/test/0b0f9607-49ff-4a46-9fed-1439146da626_line_26.txt,no,candidate for de-dup
e00108,coru,coru/OCR Dataset/test/0b30c8b9-9296-4603-a8f8-94e27fa38884_line_5.txt,147ed4916621df62b4e7f4c8a7a867d5718bb46fb773c2a3168d30b39a196ad5,31,exact,coru/OCR Dataset/test/0b30c8b9-9296-4603-a8f8-94e27fa38884_line_5.txt,no,
e00108,coru,coru/OCR Dataset/train/0b30c8b9-9296-4603-a8f8-94e27fa38884_no.txt,147ed4916621df62b4e7f4c8a7a867d5718bb46fb773c2a3168d30b39a196ad5,31,exact,coru/OCR Dataset/test/0b30c8b9-9296-4603-a8f8-94e27fa38884_line_5.txt,no,candidate for de-dup
e00109,coru,coru/OCR Dataset/test/0b515681-086f-4cf1-a878-50c90fc5b854_line_24.txt,c77f986dfde7dee413d4255fe66a4d068c0290fe1677d96f0dac9525aa325531,44,exact,coru/OCR Dataset/test/0b515681-086f-4cf1-a878-50c90fc5b854_line_24.txt,no,
e00109,coru,coru/OCR Dataset/train/1e622e75-8017-4724-b8bb-8a1ac6780c8e_line_25.txt,c77f986dfde7dee413d4255fe66a4d068c0290fe1677d96f0dac9525aa325531,44,exact,coru/OCR Dataset/test/0b515681-086f-4cf1-a878-50c90fc5b854_line_24.txt,no,candidate for de-dup
e00109,coru,coru/OCR Dataset/train/fc0d9dcd-3db5-42b5-92d2-c2d8f89cc87c_line_370.txt,c77f986dfde7dee413d4255fe66a4d068c0290fe1677d96f0dac9525aa325531,44,exact,coru/OCR Dataset/test/0b515681-086f-4cf1-a878-50c90fc5b854_line_24.txt,no,candidate for de-dup
e00109,coru,coru/OCR Dataset/val/f5030426-9297-41b0-a2b5-ef28b61f93c2_line_250.txt,c77f986dfde7dee413d4255fe66a4d068c0290fe1677d96f0dac9525aa325531,44,exact,coru/OCR Dataset/test/0b515681-086f-4cf1-a878-50c90fc5b854_line_24.txt,no,candidate for de-dup
e00110,coru,coru/OCR Dataset/test/0b5dc791-25c5-4741-b59a-4d59e09405c5_line_1.jpg,68e36f21b8ebf2b2647023c5485881d1901a908f616490fb3555c5accb2fe0b3,6758,exact,coru/OCR Dataset/test/0b5dc791-25c5-4741-b59a-4d59e09405c5_line_1.jpg,no,
e00110,coru,coru/OCR Dataset/train/1cae8b50-4c7c-4e20-95ae-b7052492a9a4_line_1.jpg,68e36f21b8ebf2b2647023c5485881d1901a908f616490fb3555c5accb2fe0b3,6758,exact,coru/OCR Dataset/test/0b5dc791-25c5-4741-b59a-4d59e09405c5_line_1.jpg,no,candidate for de-dup
e00110,coru,coru/OCR Dataset/train/a2d30f74-7bac-41de-87c2-b9eaec6fe201_line_1.jpg,68e36f21b8ebf2b2647023c5485881d1901a908f616490fb3555c5accb2fe0b3,6758,exact,coru/OCR Dataset/test/0b5dc791-25c5-4741-b59a-4d59e09405c5_line_1.jpg,no,candidate for de-dup
e00110,coru,coru/OCR Dataset/val/69cc6b98-3714-4a98-80d9-0da5b1c25f36_line_1.jpg,68e36f21b8ebf2b2647023c5485881d1901a908f616490fb3555c5accb2fe0b3,6758,exact,coru/OCR Dataset/test/0b5dc791-25c5-4741-b59a-4d59e09405c5_line_1.jpg,no,candidate for de-dup
